Cycle,Real Time,Timestamp,Latitude,Longitude,Speed(km/h),Heading,Distance Pass,Distance(m),Update Time Pass,Update Time Difference(s),Heading Pass,Heading Difference(deg),Result,Reason
1,2026-05-19 04:54:15.573507,09:15:41+00:00,37.42174166666667,-122.08264833333334,16.038320000000002,182.87,True,3.8956846561965244,True,1.0,True,0.009999999999990905,PASS,matching track
1,2026-05-19 04:54:16.076469,09:15:42+00:00,37.421701666666664,-122.08265166666666,16.038320000000002,186.67,True,3.953912311343826,True,1.0,True,0.09000000000000341,PASS,matching track
1,2026-05-19 04:54:16.579978,09:15:43+00:00,37.42165833333333,-122.08265833333333,15.94572,192.86,True,4.377990251676408,True,1.0,True,0.1699999999999875,PASS,matching track
1,2026-05-19 04:54:17.083051,09:15:44+00:00,37.42162,-122.08267166666667,16.00128,195.52,True,4.209852973969767,True,1.0,True,0.23999999999998067,PASS,matching track
1,2026-05-19 04:54:17.586662,09:15:45+00:00,37.42158,-122.082685,15.94572,197.98,True,4.437876966666494,True,1.0,True,0.3100000000000023,PASS,matching track
1,2026-05-19 04:54:18.089514,09:15:46+00:00,37.42154166666667,-122.08270166666667,15.96424,201.94,True,4.3994595774518235,True,1.0,True,0.3900000000000148,PASS,matching track
1,2026-05-19 04:54:18.591900,09:15:47+00:00,37.421503333333334,-122.08272,15.853120000000002,217.95,True,4.470619119689285,True,1.0,True,0.46000000000000796,PASS,matching track
1,2026-05-19 04:54:19.094699,09:15:48+00:00,37.42147,-122.08275166666667,15.927200000000001,220.9,True,4.753918335744424,True,1.0,True,0.5199999999999818,PASS,matching track
1,2026-05-19 04:54:19.597492,09:15:49+00:00,37.42144,-122.08278666666666,15.927200000000001,223.15,True,4.846816943969478,True,1.0,True,0.5900000000000034,PASS,matching track
1,2026-05-19 04:54:20.099569,09:15:50+00:00,37.421411666666664,-122.08282333333334,15.890160000000002,209.66,True,4.962467657952136,True,1.0,True,0.6500000000000057,PASS,matching track
1,2026-05-19 04:54:20.601959,09:15:51+00:00,37.42137666666667,-122.08284833333333,15.797559999999999,198.12,True,4.732070251136799,True,1.0,True,0.6999999999999886,PASS,matching track
1,2026-05-19 04:54:21.105176,09:15:52+00:00,37.42133666666667,-122.082865,15.890160000000002,190.96,True,4.795567971777295,True,1.0,True,0.7599999999999909,PASS,matching track
1,2026-05-19 04:54:21.607074,09:15:53+00:00,37.42129666666666,-122.082875,15.927200000000001,185.9,True,4.726738353687208,True,1.0,True,0.3199999999999932,PASS,matching track
1,2026-05-19 04:54:22.109132,09:15:54+00:00,37.421255,-122.08288166666667,15.927200000000001,185.85,True,4.811240871489795,True,1.0,True,0.37000000000000455,PASS,matching track
1,2026-05-19 04:54:22.611959,09:15:55+00:00,37.421215,-122.08288666666667,15.94572,185.81,True,4.593630709704084,True,1.0,True,0.4099999999999966,PASS,matching track
1,2026-05-19 04:54:23.114556,09:15:56+00:00,37.421173333333336,-122.08289333333333,15.94572,185.3,True,4.811241207887523,True,1.0,True,0.9199999999999875,PASS,matching track
1,2026-05-19 04:54:23.617660,09:15:57+00:00,37.42113333333333,-122.08289833333333,15.96424,182.2,True,4.77263386584967,True,1.0,True,0.950000000000017,PASS,matching track
1,2026-05-19 04:54:24.120078,09:15:58+00:00,37.42109166666667,-122.08290166666667,15.96424,182.18,True,4.919001575343177,True,1.0,True,0.9699999999999989,PASS,matching track
1,2026-05-19 04:54:24.623599,09:15:59+00:00,37.42105166666666,-122.082905,15.982760000000003,182.52,True,4.738307371339698,True,1.0,True,0.5999999999999943,PASS,matching track
1,2026-05-19 04:54:25.125807,09:16:00+00:00,37.42101,-122.08290666666667,16.00128,182.54,True,4.890156315759465,True,1.0,True,0.5800000000000125,PASS,matching track
1,2026-05-19 04:54:25.628130,09:16:01+00:00,37.420968333333334,-122.08291,16.0198,182.3,True,0.825226446210983,True,1.0,True,0.8199999999999932,PASS,matching track
1,2026-05-19 04:54:26.131357,09:16:02+00:00,37.420928333333336,-122.08291333333334,16.038320000000002,182.12,True,4.919001916093919,True,1.0,True,1.0,PASS,matching track
1,2026-05-19 04:54:26.634718,09:16:03+00:00,37.42088666666667,-122.08291666666666,16.05684,180.01,True,0.8252271599690849,True,1.0,True,0.9900000000000091,PASS,matching track
1,2026-05-19 04:54:27.137163,09:16:04+00:00,37.420845,-122.08291666666666,16.07536,180.02,True,0.923082279017112,True,1.0,True,0.9799999999999898,PASS,matching track
1,2026-05-19 04:54:27.640784,09:16:05+00:00,37.420805,-122.08291833333334,13.723320000000001,105.88,True,0.9230825903136378,True,1.0,True,0.960000000000008,PASS,matching track
1,2026-05-19 04:54:28.143456,09:16:06+00:00,37.420795,-122.08287666666666,16.130920000000003,93.82,True,3.3878741334615348,True,1.0,True,0.9300000000000068,PASS,matching track
1,2026-05-19 04:54:28.646177,09:16:07+00:00,37.420791666666666,-122.08282666666666,16.149440000000002,93.85,True,3.802475968594553,True,1.0,True,0.7900000000000063,PASS,matching track
1,2026-05-19 04:54:29.149562,09:16:08+00:00,37.420788333333334,-122.082775,16.16796,93.91,True,3.9457399785736804,True,1.0,True,0.730000000000004,PASS,matching track
1,2026-05-19 04:54:29.652120,09:16:09+00:00,37.420785,-122.082725,16.205000000000002,93.98,True,3.8024762851380465,True,1.0,True,0.6599999999999966,PASS,matching track
1,2026-05-19 04:54:30.154418,09:16:10+00:00,37.42077833333333,-122.08267333333333,16.22352,93.86,True,4.0484630808859885,True,1.0,True,0.7800000000000011,PASS,matching track
1,2026-05-19 04:54:30.657580,09:16:11+00:00,37.42077666666667,-122.08262166666667,16.260559999999998,93.91,True,3.9457405571627375,True,1.0,True,0.730000000000004,PASS,matching track
1,2026-05-19 04:54:31.160455,09:16:12+00:00,37.42077333333334,-122.08257,16.27908,93.96,True,4.135071599627709,True,1.0,True,0.6800000000000068,PASS,matching track
1,2026-05-19 04:54:31.663211,09:16:13+00:00,37.42077,-122.08252,16.297600000000003,94.02,True,3.993150106952242,True,1.0,True,0.6000000000000085,PASS,matching track
1,2026-05-19 04:54:32.166762,09:16:14+00:00,37.420766666666665,-122.08246833333334,16.31612,94.08,True,4.1350719383051455,True,1.0,True,0.4899999999999949,PASS,matching track
1,2026-05-19 04:54:32.669747,09:16:15+00:00,37.42076333333333,-122.08241833333334,16.353160000000003,94.15,True,3.9931504319034063,True,1.0,True,0.4199999999999875,PASS,matching track
1,2026-05-19 04:54:33.173256,09:16:16+00:00,37.42076,-122.08236833333333,16.37168,94.2,True,3.9931505947324037,True,1.0,True,0.36999999999999034,PASS,matching track
1,2026-05-19 04:54:33.676041,09:16:17+00:00,37.42075666666667,-122.082315,16.3902,94.22,True,4.277373764080013,True,1.0,True,0.3499999999999943,PASS,matching track
1,2026-05-19 04:54:34.178819,09:16:18+00:00,37.42075333333333,-122.082265,16.40872,94.29,True,4.135072618838567,True,1.0,True,0.2799999999999869,PASS,matching track
1,2026-05-19 04:54:34.681828,09:16:19+00:00,37.42075,-122.08221333333333,16.427239999999998,94.37,True,4.277374117542238,True,1.0,True,0.19999999999998863,PASS,matching track
1,2026-05-19 04:54:35.184873,09:16:20+00:00,37.420746666666666,-122.08216333333333,16.445760000000003,94.44,True,4.135072959282352,True,1.0,True,0.12999999999999545,PASS,matching track
1,2026-05-19 04:54:35.687961,09:16:21+00:00,37.420743333333334,-122.08211,16.445760000000003,94.52,True,4.420018774538265,True,1.0,True,0.04999999999999716,PASS,matching track
1,2026-05-19 04:54:36.191200,09:16:22+00:00,37.42074,-122.08206,16.464280000000002,94.61,True,4.277374647558995,True,1.0,True,0.01999999999999602,PASS,matching track
1,2026-05-19 04:54:36.693624,09:16:23+00:00,37.42073666666667,-122.08200833333333,16.464280000000002,94.81,True,4.420019140665393,True,1.0,True,0.10000000000000853,PASS,matching track
1,2026-05-19 04:54:37.196312,09:16:24+00:00,37.42073333333333,-122.08195833333333,16.4828,94.89,True,4.2773750006677185,True,1.0,True,0.18000000000000682,PASS,matching track
1,2026-05-19 04:54:37.699168,09:16:25+00:00,37.42073,-122.08190666666667,16.4828,94.96,True,4.420019506792911,True,1.0,True,0.25,PASS,matching track
1,2026-05-19 04:54:38.201838,09:16:26+00:00,37.42072666666667,-122.081855,16.4828,94.46,True,4.5629748224936595,True,1.0,True,0.25,PASS,matching track
1,2026-05-19 04:54:38.704661,09:16:27+00:00,37.420723333333335,-122.081805,16.4828,94.39,True,4.420019872920423,True,1.0,True,0.2600000000000051,PASS,matching track
1,2026-05-19 04:54:39.208165,09:16:28+00:00,37.420721666666665,-122.08175166666666,16.4828,94.46,True,4.666054191533898,True,1.0,True,0.25,PASS,matching track
1,2026-05-19 04:54:39.710157,09:16:29+00:00,37.42071833333333,-122.08170166666666,16.4828,94.52,True,4.562975297662526,True,1.0,True,0.39000000000000057,PASS,matching track
1,2026-05-19 04:54:40.212594,09:16:30+00:00,37.420715,-122.08165,16.464280000000002,94.59,True,4.706213116220298,True,1.0,True,0.6000000000000085,PASS,matching track
1,2026-05-19 04:54:40.716507,09:16:31+00:00,37.420715,-122.0816,16.464280000000002,94.65,True,4.487362749829915,True,1.0,True,0.6600000000000108,PASS,matching track
1,2026-05-19 04:54:41.219431,09:16:32+00:00,37.42071166666667,-122.08154666666667,16.445760000000003,94.7,True,4.810747868712591,True,1.0,True,0.710000000000008,PASS,matching track
1,2026-05-19 04:54:41.721700,09:16:33+00:00,37.42070833333333,-122.08149666666667,16.427239999999998,94.75,True,4.666054984725907,True,1.0,True,0.7600000000000051,PASS,matching track
1,2026-05-19 04:54:42.225809,09:16:34+00:00,37.42070666666667,-122.081445,16.427239999999998,94.8,True,4.7786351328820444,True,1.0,True,0.7599999999999909,PASS,matching track
1,2026-05-19 04:54:42.728725,09:16:35+00:00,37.420703333333336,-122.08139333333334,16.40872,94.84,True,4.8107483808625595,True,1.0,True,0.7400000000000091,PASS,matching track
1,2026-05-19 04:54:43.231964,09:16:36+00:00,37.4207,-122.08134333333334,16.3902,94.88,True,4.810748585580988,True,1.0,True,0.7800000000000011,PASS,matching track
1,2026-05-19 04:54:43.735139,09:16:37+00:00,37.4207,-122.08129166666667,16.37168,94.96,True,4.9000617240335815,True,1.0,True,0.8599999999999994,PASS,matching track
1,2026-05-19 04:54:44.238231,09:16:38+00:00,37.420696666666664,-122.08124166666667,16.33464,95.05,True,4.778635753062182,True,1.0,True,0.8599999999999994,PASS,matching track
1,2026-05-19 04:54:44.741018,09:16:39+00:00,37.42069333333333,-122.08118833333333,16.31612,95.07,True,0.576848451362851,True,1.0,True,0.8299999999999983,PASS,matching track
1,2026-05-19 04:54:45.244199,09:16:40+00:00,37.42069,-122.08113833333333,16.297600000000003,95.09,True,4.92444141917237,True,1.0,True,0.8500000000000085,PASS,matching track
1,2026-05-19 04:54:45.747485,09:16:41+00:00,37.42069,-122.08108666666666,16.27908,95.19,True,0.47969354755579297,True,1.0,True,0.9500000000000028,PASS,matching track
1,2026-05-19 04:54:46.250475,09:16:42+00:00,37.42068666666667,-122.08103666666666,16.24204,95.24,True,4.900062582764123,True,1.0,True,1.0,PASS,matching track
1,2026-05-19 04:54:46.754037,09:16:43+00:00,37.420683333333336,-122.08098333333334,16.22352,95.13,True,0.6184373085151682,True,1.0,True,0.8900000000000006,PASS,matching track
1,2026-05-19 04:54:47.257356,09:16:44+00:00,37.42068,-122.08093333333333,16.205000000000002,95.06,True,0.618437333483743,True,1.0,True,0.8200000000000074,PASS,matching track
1,2026-05-19 04:54:47.759906,09:16:45+00:00,37.42068,-122.08088166666667,16.16796,95.05,True,0.5901259681028531,True,1.0,True,0.8100000000000023,PASS,matching track
1,2026-05-19 04:54:48.262493,09:16:46+00:00,37.420676666666665,-122.08083166666667,16.149440000000002,94.89,True,0.5901259942602011,True,1.0,True,0.7600000000000051,PASS,matching track
1,2026-05-19 04:54:48.765618,09:16:47+00:00,37.42067333333333,-122.08078,16.130920000000003,94.14,True,0.5901260204175467,True,1.0,True,0.07000000000000739,PASS,matching track
1,2026-05-19 04:54:49.268569,09:16:48+00:00,37.420671666666664,-122.08073,16.09388,94.5,True,0.5901260334962188,True,1.0,True,0.4300000000000068,PASS,matching track
1,2026-05-19 04:54:49.771551,09:16:49+00:00,37.42067,-122.08067666666666,16.07536,94.7,True,0.7604963978571807,True,1.0,True,0.769999999999996,PASS,matching track
1,2026-05-19 04:54:50.274394,09:16:50+00:00,37.42066833333333,-122.08062666666666,16.05684,94.66,True,0.7604964136842179,True,1.0,True,0.11999999999999034,PASS,matching track
1,2026-05-19 04:54:50.777413,09:16:51+00:00,37.420665,-122.08057666666667,16.038320000000002,94.61,True,0.7604964449855047,True,1.0,True,0.060000000000002274,PASS,matching track
1,2026-05-19 04:54:51.280309,09:16:52+00:00,37.42066166666667,-122.080525,16.0198,94.56,True,0.7604964769935642,True,1.0,True,0.010000000000005116,PASS,matching track
1,2026-05-19 04:54:51.783743,09:16:53+00:00,37.42066166666667,-122.080475,16.00128,95.21,True,0.8252291546924295,True,1.0,True,0.5999999999999943,PASS,matching track
1,2026-05-19 04:54:52.287376,09:16:54+00:00,37.420658333333336,-122.08042333333333,15.982760000000003,95.16,True,0.8252291863330994,True,1.0,True,0.5,PASS,matching track
1,2026-05-19 04:54:52.790199,09:16:55+00:00,37.420655,-122.08037333333333,15.96424,95.1,True,0.8252292155032076,True,1.0,True,0.4399999999999977,PASS,matching track
1,2026-05-19 04:54:53.293452,09:16:56+00:00,37.420651666666664,-122.08032166666666,15.94572,95.09,True,0.8252292443189392,True,1.0,True,0.4300000000000068,PASS,matching track
1,2026-05-19 04:54:53.796171,09:16:57+00:00,37.42064833333333,-122.08027166666666,15.94572,95.07,True,0.8252292741940987,True,1.0,True,0.4099999999999966,PASS,matching track
1,2026-05-19 04:54:54.299413,09:16:58+00:00,37.42064666666667,-122.08022,15.94572,95.0,True,0.923083863238217,True,1.0,True,0.3400000000000034,PASS,matching track
1,2026-05-19 04:54:54.802382,09:16:59+00:00,37.42064333333333,-122.08017,15.927200000000001,94.93,True,0.9230838870891405,True,1.0,True,0.27000000000001023,PASS,matching track
1,2026-05-19 04:54:55.305330,09:17:00+00:00,37.420695,-122.08018,15.927200000000001,94.85,False,6.2909109303682085,True,1.0,True,0.18999999999999773,FAIL,distance is over tolerance: 6.29m
1,2026-05-19 04:54:55.808943,09:17:01+00:00,37.42069166666667,-122.08013,15.927200000000001,94.78,False,6.296098550086618,True,1.0,True,0.12000000000000455,FAIL,distance is over tolerance: 6.30m
1,2026-05-19 04:54:56.312722,09:17:02+00:00,37.42068833333333,-122.08008,15.927200000000001,94.7,False,6.296098547134788,True,1.0,True,0.04000000000000625,FAIL,distance is over tolerance: 6.30m
1,2026-05-19 04:54:56.816134,09:17:03+00:00,37.420685,-122.08002833333333,15.927200000000001,94.62,False,6.29091092080683,True,1.0,True,0.03999999999999204,FAIL,distance is over tolerance: 6.29m
1,2026-05-19 04:54:57.319609,09:17:04+00:00,37.42068166666667,-122.07997833333333,15.94572,94.55,False,6.29609854052214,True,1.0,True,0.10999999999999943,FAIL,distance is over tolerance: 6.30m
1,2026-05-19 04:54:57.823026,09:17:05+00:00,37.420678333333335,-122.07992666666667,15.94572,94.47,False,6.290910913136314,True,1.0,True,0.18999999999999773,FAIL,distance is over tolerance: 6.29m
1,2026-05-19 04:54:58.326869,09:17:06+00:00,37.420675,-122.07987666666666,15.96424,94.4,False,6.296098536384429,True,1.0,True,0.25,FAIL,distance is over tolerance: 6.30m
1,2026-05-19 04:54:58.830255,09:17:07+00:00,37.42067333333333,-122.079825,15.96424,93.81,False,6.475837393488467,True,1.0,True,0.28000000000000114,FAIL,distance is over tolerance: 6.48m
1,2026-05-19 04:54:59.333695,09:17:08+00:00,37.420671666666664,-122.079775,15.982760000000003,93.68,False,6.665666406688454,True,1.0,True,0.4099999999999966,FAIL,distance is over tolerance: 6.67m
1,2026-05-19 04:54:59.837783,09:17:09+00:00,37.42066833333333,-122.079725,16.00128,93.61,False,6.480876989046878,True,1.0,True,0.480000000000004,FAIL,distance is over tolerance: 6.48m
1,2026-05-19 04:55:00.340978,09:17:10+00:00,37.420665,-122.079675,16.0198,93.55,False,6.489267629202537,True,1.0,True,0.5400000000000063,FAIL,distance is over tolerance: 6.49m
1,2026-05-19 04:55:00.844684,09:17:11+00:00,37.42066166666667,-122.079625,16.038320000000002,94.05,False,6.48926762550912,True,1.0,True,0.04000000000000625,FAIL,distance is over tolerance: 6.49m
1,2026-05-19 04:55:01.348290,09:17:12+00:00,37.420658333333336,-122.07957333333333,16.05684,94.9,False,6.480876980084614,True,1.0,True,0.2400000000000091,FAIL,distance is over tolerance: 6.48m
1,2026-05-19 04:55:01.851765,09:17:13+00:00,37.420655,-122.07952333333333,16.07536,94.85,False,6.489267620590659,True,1.0,True,0.18999999999999773,FAIL,distance is over tolerance: 6.49m
1,2026-05-19 04:55:02.355690,09:17:14+00:00,37.420651666666664,-122.07947166666666,16.09388,94.8,False,6.480876974462084,True,1.0,True,0.14000000000000057,FAIL,distance is over tolerance: 6.48m
1,2026-05-19 04:55:02.859023,09:17:15+00:00,37.42064666666667,-122.07942333333334,16.130920000000003,94.75,False,6.316806423590346,True,1.0,True,0.8199999999999932,FAIL,distance is over tolerance: 6.32m
1,2026-05-19 04:55:03.362797,09:17:16+00:00,37.420588333333335,-122.07931166666667,16.149440000000002,94.71,True,4.882581027868357,True,1.0,True,0.8599999999999994,PASS,matching track
1,2026-05-19 04:55:03.865273,09:17:17+00:00,37.420585,-122.07926,16.16796,94.67,True,0.8621761628427662,True,1.0,True,0.8999999999999915,PASS,matching track
1,2026-05-19 04:55:04.368224,09:17:18+00:00,37.42058,-122.07921,16.205000000000002,94.64,True,4.8720584940348575,True,1.0,True,0.9299999999999926,PASS,matching track
1,2026-05-19 04:55:04.871178,09:17:19+00:00,37.42057666666667,-122.07915833333334,16.22352,94.62,True,0.86217618752019,True,1.0,True,0.9499999999999886,PASS,matching track
1,2026-05-19 04:55:05.374317,09:17:20+00:00,37.42057333333333,-122.07910833333334,16.24204,94.6,True,4.882581994794487,True,1.0,True,0.9699999999999989,PASS,matching track
1,2026-05-19 04:55:05.877067,09:17:21+00:00,37.420568333333335,-122.07906,16.27908,94.58,True,4.724637226147598,True,1.0,True,0.14000000000000057,PASS,matching track
1,2026-05-19 04:55:06.379768,09:17:22+00:00,37.420565,-122.07900833333333,16.297600000000003,94.57,True,4.882582534291641,True,1.0,True,0.15000000000000568,PASS,matching track
1,2026-05-19 04:55:06.882449,09:17:23+00:00,37.420561666666664,-122.07895833333333,16.31612,94.57,True,4.735488318654674,True,1.0,True,0.15000000000000568,PASS,matching track
1,2026-05-19 04:55:07.384964,09:17:24+00:00,37.42055666666667,-122.07890833333333,16.353160000000003,93.72,True,4.724637957999909,True,1.0,True,0.5400000000000063,PASS,matching track
1,2026-05-19 04:55:07.887576,09:17:25+00:00,37.42055166666667,-122.07885833333333,16.37168,93.27,True,4.577223283347147,True,1.0,True,0.9900000000000091,PASS,matching track
1,2026-05-19 04:55:08.390390,09:17:26+00:00,37.420548333333336,-122.07880666666667,16.3902,93.29,True,4.724638480833596,True,1.0,True,0.9699999999999989,PASS,matching track
1,2026-05-19 04:55:08.892783,09:17:27+00:00,37.42054666666667,-122.07875666666666,16.40872,93.46,True,4.588422875271435,True,1.0,True,0.8000000000000114,PASS,matching track
1,2026-05-19 04:55:09.395655,09:17:28+00:00,37.420543333333335,-122.07870833333334,16.427239999999998,93.56,True,4.429816560543354,True,1.0,True,0.7000000000000028,PASS,matching track
1,2026-05-19 04:55:09.898455,09:17:29+00:00,37.42054,-122.07865666666666,16.427239999999998,93.6,True,4.577223993656603,True,1.0,True,0.6600000000000108,PASS,matching track
1,2026-05-19 04:55:10.401288,09:17:30+00:00,37.420535,-122.07860666666667,16.445760000000003,93.63,True,4.4259532952211575,True,1.0,True,0.7800000000000011,PASS,matching track
1,2026-05-19 04:55:10.903933,09:17:31+00:00,37.42053166666667,-122.07855666666667,16.464280000000002,93.68,True,4.425953492658545,True,1.0,True,0.8099999999999881,PASS,matching track
1,2026-05-19 04:55:11.406307,09:17:32+00:00,37.42052833333333,-122.07850666666667,16.464280000000002,93.72,True,4.278421898329505,True,1.0,True,0.769999999999996,PASS,matching track
1,2026-05-19 04:55:11.909315,09:17:33+00:00,37.420525,-122.078455,16.4828,93.77,True,4.425953885017411,True,1.0,True,0.6099999999999994,PASS,matching track
